,receptor,missing_frame
1929,oprd1,at-frame76400
1930,oprd1,at-frame77400
1931,oprd1,at-frame77600
1932,oprd1,at-frame78600
1933,oprd1,at-frame79000
1934,oprd1,at-frame79800
1935,oprd1,at-frame80400
1936,oprd1,at-frame80800
1937,oprd1,at-frame81000
1938,oprd1,at-frame81800
1939,oprd1,at-frame82200
1940,oprd1,at-frame83600
1941,oprd1,at-frame84000
1942,oprd1,at-frame84400
1943,oprd1,at-frame84600
1944,oprd1,at-frame84800
1945,oprd1,at-frame85000
1946,oprd1,at-frame86000
1947,oprd1,at-frame86800
1948,oprd1,at-frame87600
1949,oprd1,at-frame88200
1950,oprd1,at-frame89600
1951,oprd1,at-frame89800
1952,oprd1,at-frame90000
1953,oprd1,at-frame90400
1954,oprd1,at-frame91600
1955,oprd1,at-frame92000
1956,oprd1,at-frame93200
1957,oprd1,at-frame93400
1958,oprd1,at-frame94200
1959,oprd1,at-frame94400
1960,oprd1,at-frame96600
1961,oprd1,at-frame97200
1962,oprd1,at-frame97600
1963,oprd1,at-frame97800
1964,oprd1,at-frame98400
1965,oprd1,at-frame99200
1966,oprd1,at-frame99600
1967,oprd1,at-frame99800
1968,oprd1,at-frame100200
1969,oprd1,at-frame101800
1970,oprd1,at-frame102600
1971,oprd1,at-frame103200
1972,oprd1,at-frame103400
1973,oprd1,at-frame103800
1974,oprd1,at-frame104000
1975,oprd1,at-frame104600
1976,oprd1,at-frame105000
1977,oprd1,at-frame105600
1978,oprd1,at-frame105800
1979,oprd1,at-frame106800
1980,oprd1,at-frame107200
1981,oprd1,at-frame108000
1982,oprd1,at-frame108200
1983,oprd1,at-frame108800
1984,oprd1,at-frame109400
1985,oprd1,at-frame111200
1986,oprd1,at-frame111400
1987,oprd1,at-frame113200
1988,oprd1,at-frame113600
1989,oprd1,at-frame114000
1990,oprd1,at-frame114800
1991,oprd1,at-frame115200
1992,oprd1,at-frame115400
1993,oprd1,at-frame115600
1994,oprd1,at-frame116200
1995,oprd1,at-frame116600
1996,oprd1,at-frame118200
1997,oprd1,at-frame118400
1998,oprd1,at-frame119200
1999,oprd1,at-frame119800
2000,oprd1,at-frame120400
2001,oprd1,at-frame120800
2002,oprd1,at-frame122800
2003,oprd1,at-frame123000
2004,oprd1,at-frame125400
2005,oprd1,at-frame125600
2006,oprd1,at-frame125800
2007,oprd1,at-frame126600
2008,oprd1,at-frame126800
2009,oprd1,at-frame127000
2010,oprd1,at-frame127200
2011,oprd1,at-frame128600
2012,oprd1,at-frame129000
2013,oprd1,at-frame129600
2014,oprd1,at-frame130200
2015,oprd1,at-frame130400
2016,oprd1,at-frame130600
2017,oprd1,at-frame131000
2018,oprd1,at-frame131800
2019,oprd1,at-frame132000
2020,oprd1,at-frame132400
2021,oprd1,at-frame132800
2022,oprd1,at-frame133200
2023,oprd1,at-frame134200
2024,oprd1,at-frame134400
2025,oprd1,at-frame135200
2026,oprd1,at-frame135600
2027,oprd1,at-frame136400
2028,oprd1,at-frame136600
2029,oprd1,at-frame136800
2030,oprd1,at-frame137800
2031,oprd1,at-frame138400
2032,oprd1,at-frame139000
2033,oprd1,at-frame139400
2034,oprd1,at-frame139600
2035,oprd1,at-frame139800
2036,oprd1,at-frame140000
2037,oprd1,at-frame140200
2038,oprd1,at-frame140400
2039,oprd1,at-frame140600
2040,oprd1,at-frame140800
2041,oprd1,at-frame141200
2042,oprd1,at-frame141400
2043,oprd1,at-frame141800
2044,oprd1,at-frame142400
2045,oprd1,at-frame142600
2046,oprd1,at-frame143200
2047,oprd1,at-frame143400
2048,oprd1,at-frame143600
2049,oprd1,at-frame143800
2050,oprd1,at-frame144400
2051,oprd1,at-frame144600
2052,oprd1,at-frame145200
2053,oprd1,at-frame145800
2054,oprd1,at-frame146000
2055,oprd1,at-frame147000
2056,oprd1,at-frame147400
2057,oprd1,at-frame147600
2058,oprd1,at-frame148200
2059,oprd1,at-frame148800
2060,oprd1,at-frame149400
2061,oprd1,at-frame150000
2062,oprd1,at-frame151600
2063,oprd1,at-frame151800
2064,oprd1,at-frame152200
2065,oprd1,at-frame152600
2066,oprd1,at-frame153000
2067,oprd1,at-frame153600
2068,oprd1,at-frame154000
2069,oprd1,at-frame154600
2070,oprd1,at-frame154800
2071,oprd1,at-frame155000
2072,oprd1,at-frame156600
2073,oprd1,at-frame157000
2074,oprd1,at-frame157200
2075,oprd1,at-frame157600
2076,oprd1,at-frame158000
2077,oprd1,at-frame158400
2078,oprd1,at-frame159000
2079,oprd1,at-frame159400
2080,oprd1,at-frame159600
2081,oprd1,at-frame159800
2082,oprd1,at-frame160200
2083,oprd1,at-frame160600
2084,oprd1,at-frame160800
2085,oprd1,at-frame161000
2086,oprd1,at-frame161200
2087,oprd1,at-frame161400
2088,oprd1,at-frame161600
2089,oprd1,at-frame161800
2090,oprd1,at-frame162000
2091,oprd1,at-frame162200
2092,oprd1,at-frame162400
2093,oprd1,at-frame162600
2094,oprd1,at-frame162800
2095,oprd1,at-frame163000
2096,oprd1,at-frame163200
2097,oprd1,at-frame163400
2098,oprd1,at-frame163600
2099,oprd1,at-frame163800
2100,oprd1,at-frame164000
2101,oprd1,at-frame164200
2102,oprd1,at-frame164400
2103,oprd1,at-frame164600
2104,oprd1,at-frame164800
2105,oprd1,at-frame165000
2106,oprd1,at-frame165400
2107,oprd1,at-frame165600
2108,oprd1,at-frame165800
2109,oprd1,at-frame166000
2110,oprd1,at-frame166200
2111,oprd1,at-frame166400
2112,oprd1,at-frame166600
2113,oprd1,at-frame166800
2114,oprd1,at-frame167000
2115,oprd1,at-frame167200
2116,oprd1,at-frame167400
2117,oprd1,at-frame167600
2118,oprd1,at-frame167800
2119,oprd1,at-frame168000
2120,oprd1,at-frame168200
2121,oprd1,at-frame168400
2122,oprd1,at-frame168600
2123,oprd1,at-frame168800
2124,oprd1,at-frame169000
2125,oprd1,at-frame169200
2126,oprd1,at-frame169400
2127,oprd1,at-frame169600
2128,oprd1,at-frame169800
2129,oprd1,at-frame170000
2130,oprd1,at-frame170200
2131,oprd1,at-frame170400
2132,oprd1,at-frame170800
2133,oprd1,at-frame171000
2134,oprd1,at-frame171200
2135,oprd1,at-frame171600
2136,oprd1,at-frame171800
2137,oprd1,at-frame172000
2138,oprd1,at-frame172200
2139,oprd1,at-frame172400
2140,oprd1,at-frame172800
2141,oprd1,at-frame173000
2142,oprd1,at-frame173200
2143,oprd1,at-frame173400
2144,oprd1,at-frame173600
2145,oprd1,at-frame173800
2146,oprd1,at-frame174000
2147,oprd1,at-frame174200
2148,oprd1,at-frame174400
2149,oprd1,at-frame174600
2150,oprd1,at-frame174800
2151,oprd1,at-frame175000
2152,oprd1,at-frame175200
2153,oprd1,at-frame175400
2154,oprd1,at-frame175600
2155,oprd1,at-frame175800
2156,oprd1,at-frame176000
2157,oprd1,at-frame176200
2158,oprd1,at-frame176400
2159,oprd1,at-frame176600
2160,oprd1,at-frame177000
2161,oprd1,at-frame177200
2162,oprd1,at-frame177400
2163,oprd1,at-frame178000
2164,oprd1,at-frame178600
2165,oprd1,at-frame179600
2166,oprd1,at-frame180000
2167,oprd1,at-frame180200
2168,oprd1,at-frame180400
2169,oprd1,at-frame180600
2170,oprd1,at-frame181200
2171,oprd1,at-frame182200
2172,oprd1,at-frame182400
2173,oprd1,at-frame183400
2174,oprd1,at-frame183600
2175,oprd1,at-frame184600
2176,oprd1,at-frame184800
2177,oprd1,at-frame185200
2178,oprd1,at-frame185800
2179,oprd1,at-frame187400
2180,oprd1,at-frame187600
2181,oprd1,at-frame188200
2182,oprd1,at-frame188600
2183,oprd1,at-frame188800
2184,oprd1,at-frame189400
2185,oprd1,at-frame190000
2186,oprd1,at-frame190600
2187,oprd1,at-frame193400
2188,oprd1,at-frame194000
2189,oprd1,at-frame194400
2190,oprd1,at-frame195400
2191,oprd1,at-frame195800
2192,oprd1,at-frame196000
2193,oprd1,at-frame196400
2194,oprd1,at-frame196600
2195,oprd1,at-frame197000
2196,oprd1,at-frame197400
2197,oprd1,at-frame197600
2198,oprd1,at-frame198000
2199,oprd1,at-frame198200
2200,oprd1,at-frame199200
2201,oprd1,at-frame200800
2202,oprd1,at-frame201400
2203,oprd1,at-frame205000
2204,oprd1,at-frame205200
2205,oprd1,at-frame205800
2206,oprd1,at-frame206200
2207,oprd1,at-frame206400
2208,oprd1,at-frame206800
2209,oprd1,at-frame207200
2210,oprd1,at-frame207400
2211,oprd1,at-frame208000
2212,oprd1,at-frame208400
2213,oprd1,at-frame208800
2214,oprd1,at-frame209200
2215,oprd1,at-frame209400
2216,oprd1,at-frame209800
2217,oprd1,at-frame210000
2218,oprd1,at-frame210200
2219,oprd1,at-frame210400
2220,oprd1,at-frame210800
2221,oprd1,at-frame211000
2222,oprd1,at-frame211200
2223,oprd1,at-frame211600
2224,oprd1,at-frame211800
2225,oprd1,at-frame212200
2226,oprd1,at-frame213800
2227,oprd1,at-frame214400
2228,oprd1,at-frame216200
2229,oprd1,at-frame216400
2230,oprd1,at-frame218600
2231,oprd1,at-frame219200
2232,oprd1,at-frame219400
2233,oprd1,at-frame219800
2234,oprd1,at-frame220200
2235,oprd1,at-frame220400
2236,oprd1,at-frame220600
2237,oprd1,at-frame220800
2238,oprd1,at-frame221000
2239,oprd1,at-frame221400
2240,oprd1,at-frame221800
2241,oprd1,at-frame222000
2242,oprd1,at-frame222200
2243,oprd1,at-frame222600
2244,oprd1,at-frame223000
2245,oprd1,at-frame223200
2246,oprd1,at-frame223400
2247,oprd1,at-frame223600
2248,oprd1,at-frame224200
2249,oprd1,at-frame224400
2250,oprd1,at-frame225200
2251,oprd1,at-frame225600
2252,oprd1,at-frame225800
2253,oprd1,at-frame226600
2254,oprd1,at-frame227400
2255,oprd1,at-frame227600
2256,oprd1,at-frame227800
2257,oprd1,at-frame228000
2258,oprd1,at-frame229400
2259,oprd1,at-frame229600
2260,oprd1,at-frame230200
2261,oprd1,at-frame230600
2262,oprd1,at-frame230800
2263,oprd1,at-frame231000
2264,oprd1,at-frame231400
2265,oprd1,at-frame231600
2266,oprd1,at-frame231800
2267,oprd1,at-frame232000
2268,oprd1,at-frame232800
2269,oprd1,at-frame233000
2270,oprd1,at-frame233200
2271,oprd1,at-frame233800
2272,oprd1,at-frame234000
2273,oprd1,at-frame234200
2274,oprd1,at-frame234800
2275,oprd1,at-frame235400
2276,oprd1,at-frame235600
2277,oprd1,at-frame235800
2278,oprd1,at-frame236000
2279,oprd1,at-frame236200
2280,oprd1,at-frame236400
2281,oprd1,at-frame236600
2282,oprd1,at-frame237400
2283,oprd1,at-frame237800
2284,oprd1,at-frame238200
2285,oprd1,at-frame238600
2286,oprd1,at-frame239200
2287,oprd1,at-frame239600
2288,oprd1,at-frame239800
2289,oprd1,at-frame240200
2290,oprd1,at-frame240400
2291,oprd1,at-frame240600
2292,oprd1,at-frame240800
2293,oprd1,at-frame241000
2294,oprd1,at-frame241200
2295,oprd1,at-frame241400
2296,oprd1,at-frame242400
2297,oprd1,at-frame242600
2298,oprd1,at-frame243000
2299,oprd1,at-frame243200
2300,oprd1,at-frame243400
2301,oprd1,at-frame243600
2302,oprd1,at-frame244000
2303,oprd1,at-frame244200
2304,oprd1,at-frame244600
2305,oprd1,at-frame244800
2306,oprd1,at-frame245000
2307,oprd1,at-frame245200
2308,oprd1,at-frame245400
2309,oprd1,at-frame245600
2310,oprd1,at-frame245800
2311,oprd1,at-frame246000
2312,oprd1,at-frame246400
2313,oprd1,at-frame246600
2314,oprd1,at-frame247200
2315,oprd1,at-frame247600
2316,oprd1,at-frame248200
2317,oprd1,at-frame248400
2318,oprd1,at-frame248600
2319,oprd1,at-frame248800
2320,oprd1,at-frame249200
2321,oprd1,at-frame249400
2322,oprd1,at-frame250000
2323,oprd1,at-frame251000
2324,oprd1,at-frame251200
2325,oprd1,at-frame251400
2326,oprd1,at-frame251800
2327,oprd1,at-frame252000
2328,oprd1,at-frame252400
2329,oprd1,at-frame253000
2330,oprd1,at-frame253600
2331,oprd1,at-frame253800
2332,oprd1,at-frame254200
2333,oprd1,at-frame255400
2334,oprd1,at-frame255600
2335,oprd1,at-frame256000
2336,oprd1,at-frame256200
2337,oprd1,at-frame257000
2338,oprd1,at-frame257800
2339,oprd1,at-frame258200
2340,oprd1,at-frame258400
2341,oprd1,at-frame258800
2342,oprd1,at-frame259000
2343,oprd1,at-frame259400
2344,oprd1,at-frame259600
2345,oprd1,at-frame260200
2346,oprd1,at-frame260400
2347,oprd1,at-frame261000
2348,oprd1,at-frame261200
2349,oprd1,at-frame261600
2350,oprd1,at-frame261800
2351,oprd1,at-frame263000
2352,oprd1,at-frame263400
2353,oprd1,at-frame264000
2354,oprd1,at-frame264400
2355,oprd1,at-frame264600
2356,oprd1,at-frame265000
2357,oprd1,at-frame265200
2358,oprd1,at-frame265600
2359,oprd1,at-frame266400
2360,oprd1,at-frame268000
2361,oprd1,at-frame270200
2362,oprd1,at-frame270400
2363,oprd1,at-frame271200
2364,oprd1,at-frame271800
2365,oprd1,at-frame272800
2366,oprd1,at-frame274000
2367,oprd1,at-frame274400
2368,oprd1,at-frame277200
2369,oprd1,at-frame278600
2370,oprd1,at-frame279600
2371,oprd1,at-frame279800
2372,oprd1,at-frame281400
2373,oprd1,at-frame282600
2374,oprd1,at-frame282800
2375,oprd1,at-frame283600
2376,oprd1,at-frame284200
2377,oprd1,at-frame286400
2378,oprd1,at-frame286800
2379,oprd1,at-frame288000
2380,oprd1,at-frame288400
2381,oprd1,at-frame288600
2382,oprd1,at-frame288800
2383,oprd1,at-frame289400
2384,oprd1,at-frame289600
2385,oprd1,at-frame289800
2386,oprd1,at-frame290000
2387,oprd1,at-frame290600
2388,oprd1,at-frame291600
2389,oprd1,at-frame293800
2390,oprd1,at-frame294800
2391,oprd1,at-frame295600
2392,oprd1,at-frame296400
2393,oprd1,at-frame296800
2394,oprd1,at-frame298200
2395,oprd1,at-frame299800
2396,oprd1,at-frame300400
2397,oprd1,at-frame301200
2398,oprd1,at-frame301400
2399,oprd1,at-frame303000
2400,oprd1,at-frame303200
2401,oprd1,at-frame303400
2402,oprd1,at-frame303800
2403,oprd1,at-frame304000
2404,oprd1,at-frame304200
2405,oprd1,at-frame305200
2406,oprd1,at-frame305400
2407,oprd1,at-frame307000
2408,oprd1,at-frame307400
2409,oprd1,at-frame308400
2410,oprd1,at-frame308600
2411,oprd1,at-frame308800
2412,oprd1,at-frame309200
2413,oprd1,at-frame310000
2414,oprd1,at-frame310400
2415,oprd1,at-frame313200
2416,oprd1,at-frame313400
2417,oprd1,at-frame314600
2418,oprd1,at-frame314800
2419,oprd1,at-frame315200
2420,oprd1,at-frame315600
2421,oprd1,at-frame316400
2422,oprd1,at-frame317200
2423,oprd1,at-frame317400
2424,oprd1,at-frame318000
2425,oprd1,at-frame319000
2426,oprd1,at-frame319400
2427,oprd1,at-frame320000
2428,oprd1,at-frame320200
2429,oprd1,at-frame321000
2430,oprd1,at-frame321600
2431,oprd1,at-frame322400
2432,oprd1,at-frame323000
2433,oprd1,at-frame323200
2434,oprd1,at-frame323400
2435,oprd1,at-frame323600
2436,oprd1,at-frame325200
2437,oprd1,at-frame325400
2438,oprd1,at-frame328600
2439,oprd1,at-frame329000
2440,oprd1,at-frame329200
2441,oprd1,at-frame330200
2442,oprd1,at-frame330600
2443,oprd1,at-frame332000
2444,oprd1,at-frame332400
2445,oprd1,at-frame332600
2446,oprd1,at-frame333200
2447,oprd1,at-frame333800
2448,oprd1,at-frame334400
2449,oprd1,at-frame335200
2450,oprd1,at-frame335600
2451,oprd1,at-frame336800
2452,oprd1,at-frame337000
2453,oprd1,at-frame337200
2454,oprd1,at-frame337400
2455,oprd1,at-frame338800
2456,oprd1,at-frame339400
2457,oprd1,at-frame340400
2458,oprd1,at-frame340800
2459,oprd1,at-frame341600
2460,oprd1,at-frame341800
2461,oprd1,at-frame344800
2462,oprd1,at-frame345000
2463,oprd1,at-frame345400
2464,oprd1,at-frame346200
2465,oprd1,at-frame348000
2466,oprd1,at-frame348200
2467,oprd1,at-frame348400
2468,oprd1,at-frame349600
2469,oprd1,at-frame350200
2470,oprd1,at-frame350400
2471,oprd1,at-frame351800
2472,oprd1,at-frame352200
2473,oprd1,at-frame352600
2474,oprd1,at-frame353200
2475,oprd1,at-frame353600
2476,oprd1,at-frame353800
2477,oprd1,at-frame354000
2478,oprd1,at-frame354600
2479,oprd1,at-frame355400
2480,oprd1,at-frame356400
2481,oprd1,at-frame356600
2482,oprd1,at-frame356800
2483,oprd1,at-frame358200
2484,oprd1,at-frame358400
2485,oprd1,at-frame358600
2486,oprd1,at-frame359000
2487,oprd1,at-frame359600
2488,oprd1,at-frame361000
2489,oprd1,at-frame361400
2490,oprd1,at-frame361800
2491,oprd1,at-frame362400
2492,oprd1,at-frame362600
2493,oprd1,at-frame363000
2494,oprd1,at-frame363200
2495,oprd1,at-frame364000
2496,oprd1,at-frame365000
2497,oprd1,at-frame365600
2498,oprd1,at-frame365800
2499,oprd1,at-frame366600
2500,oprd1,at-frame367200
2501,oprd1,at-frame367600
2502,oprd1,at-frame367800
2503,oprd1,at-frame368000
2504,oprd1,at-frame370400
2505,oprd1,at-frame370600
2506,oprd1,at-frame370800
2507,oprd1,at-frame372400
2508,oprd1,at-frame373000
2509,oprd1,at-frame373400
2510,oprd1,at-frame373600
2511,oprd1,at-frame374400
2512,oprd1,at-frame374800
2513,oprd1,at-frame375200
2514,oprd1,at-frame375600
2515,oprd1,at-frame376200
2516,oprd1,at-frame377000
2517,oprd1,at-frame377400
2518,oprd1,at-frame377600
2519,oprd1,at-frame378000
2520,oprd1,at-frame378400
2521,oprd1,at-frame378600
2522,oprd1,at-frame378800
2523,oprd1,at-frame380400
2524,oprd1,at-frame380600
2525,oprd1,at-frame381000
2526,oprd1,at-frame381200
2527,oprd1,at-frame381600
2528,oprd1,at-frame382400
2529,oprd1,at-frame383000
2530,oprd1,at-frame383800
2531,oprd1,at-frame384200
2532,oprd1,at-frame384800
2533,oprd1,at-frame385400
2534,oprd1,at-frame385600
2535,oprd1,at-frame386000
2536,oprd1,at-frame386200
2537,oprd1,at-frame387400
2538,oprd1,at-frame388200
2539,oprd1,at-frame388400
2540,oprd1,at-frame389200
2541,oprd1,at-frame389600
2542,oprd1,at-frame390200
2543,oprd1,at-frame390600
2544,oprd1,at-frame391000
2545,oprd1,at-frame391200
2546,oprd1,at-frame391600
2547,oprd1,at-frame392200
2548,oprd1,at-frame394000
2549,oprd1,at-frame395600
2550,oprd1,at-frame396200
2551,oprd1,at-frame398400
2552,oprd1,at-frame398600
2553,oprd1,at-frame398800
2554,oprd1,at-frame399400
2555,oprd1,at-frame399800
2556,oprd1,at-frame400000
2557,oprd1,at-frame400600
2558,oprd1,at-frame401400
2559,oprd1,at-frame401800
2560,oprd1,at-frame403000
2561,oprd1,at-frame404200
2562,oprd1,at-frame404400
2563,oprd1,at-frame405000
2564,oprd1,at-frame405200
2565,oprd1,at-frame405800
2566,oprd1,at-frame406400
2567,oprd1,at-frame407000
2568,oprd1,at-frame407600
2569,oprd1,at-frame408000
2570,oprd1,at-frame408200
2571,oprd1,at-frame408600
2572,oprd1,at-frame409200
2573,oprd1,at-frame410400
2574,oprd1,at-frame410800
2575,oprd1,at-frame411000
2576,oprd1,at-frame411600
2577,oprd1,at-frame411800
2578,oprd1,at-frame412000
2579,oprd1,at-frame413000
2580,oprd1,at-frame414000
2581,oprd1,at-frame414400
2582,oprd1,at-frame414600
2583,oprd1,at-frame416000
2584,oprd1,at-frame416200
2585,oprd1,at-frame417400
2586,oprd1,at-frame419000
2587,oprd1,at-frame419200
2588,oprd1,at-frame419800
2589,oprd1,at-frame420200
2590,oprd1,at-frame420400
2591,oprd1,at-frame421400
2592,oprd1,at-frame421600
2593,oprd1,at-frame423600
2594,oprd1,at-frame423800
2595,oprd1,at-frame424200
2596,oprd1,at-frame424400
2597,oprd1,at-frame424800
2598,oprd1,at-frame426600
2599,oprd1,at-frame427600
2600,oprd1,at-frame428400
2601,oprd1,at-frame429000
2602,oprd1,at-frame429600
2603,oprd1,at-frame430400
2604,oprd1,at-frame431200
2605,oprd1,at-frame431400
2606,oprd1,at-frame432000
2607,oprd1,at-frame432400
2608,oprd1,at-frame432600
2609,oprd1,at-frame433200
2610,oprd1,at-frame434800
2611,oprd1,at-frame435600
2612,oprd1,at-frame435800
2613,oprd1,at-frame436600
2614,oprd1,at-frame436800
2615,oprd1,at-frame437600
2616,oprd1,at-frame437800
2617,oprd1,at-frame438000
2618,oprd1,at-frame438800
2619,oprd1,at-frame439800
2620,oprd1,at-frame440000
2621,oprd1,at-frame440600
2622,oprd1,at-frame441200
2623,oprd1,at-frame442200
2624,oprd1,at-frame442400
2625,oprd1,at-frame442600
2626,oprd1,at-frame442800
2627,oprd1,at-frame443000
2628,oprd1,at-frame443800
2629,oprd1,at-frame444000
2630,oprd1,at-frame444600
2631,oprd1,at-frame444800
2632,oprd1,at-frame445400
2633,oprd1,at-frame445800
2634,oprd1,at-frame446200
2635,oprd1,at-frame447600
2636,oprd1,at-frame447800
2637,oprd1,at-frame448200
2638,oprd1,at-frame448600
2639,oprd1,at-frame449000
2640,oprd1,at-frame449400
2641,oprd1,at-frame450400
2642,oprd1,at-frame450800
2643,oprd1,at-frame451200
2644,oprd1,at-frame451800
2645,oprd1,at-frame452200
2646,oprd1,at-frame452600
2647,oprd1,at-frame453000
2648,oprd1,at-frame453400
2649,oprd1,at-frame454400
2650,oprd1,at-frame455400
2651,oprd1,at-frame455600
2652,oprd1,at-frame456000
2653,oprd1,at-frame456200
2654,oprd1,at-frame457600
2655,oprd1,at-frame457800
2656,oprd1,at-frame458200
2657,oprd1,at-frame458600
2658,oprd1,at-frame459400
2659,oprd1,at-frame459800
2660,oprd1,at-frame460200
2661,oprd1,at-frame460400
2662,oprd1,at-frame461200
2663,oprd1,at-frame461400
2664,oprd1,at-frame461600
2665,oprd1,at-frame461800
2666,oprd1,at-frame462200
2667,oprd1,at-frame462400
2668,oprd1,at-frame463400
2669,oprd1,at-frame463600
2670,oprd1,at-frame464000
2671,oprd1,at-frame464600
2672,oprd1,at-frame465000
2673,oprd1,at-frame465200
2674,oprd1,at-frame465400
2675,oprd1,at-frame466000
2676,oprd1,at-frame466200
2677,oprd1,at-frame466600
2678,oprd1,at-frame466800
2679,oprd1,at-frame467200
2680,oprd1,at-frame468200
2681,oprd1,at-frame468400
2682,oprd1,at-frame468800
2683,oprd1,at-frame469000
2684,oprd1,at-frame471800
2685,oprd1,at-frame472000
2686,oprd1,at-frame472200
2687,oprd1,at-frame472800
2688,oprd1,at-frame473200
2689,oprd1,at-frame473600
2690,oprd1,at-frame474200
2691,oprd1,at-frame475400
2692,oprd1,at-frame475600
2693,oprd1,at-frame476600
2694,oprd1,at-frame478000
2695,oprd1,at-frame478600
2696,oprd1,at-frame479600
2697,oprd1,at-frame480200
2698,oprd1,at-frame480800
2699,oprd1,at-frame481200
2700,oprd1,at-frame481600
2701,oprd1,at-frame481800
2702,oprd1,at-frame482200
2703,oprd1,at-frame482400
2704,oprd1,at-frame483200
2705,oprd1,at-frame483800
2706,oprd1,at-frame484000
2707,oprd1,at-frame484400
2708,oprd1,at-frame484800
2709,oprd1,at-frame485000
2710,oprd1,at-frame485200
2711,oprd1,at-frame485600
2712,oprd1,at-frame485800
2713,oprd1,at-frame486200
2714,oprd1,at-frame487000
2715,oprd1,at-frame487400
2716,oprd1,at-frame487600
2717,oprd1,at-frame488200
2718,oprd1,at-frame488600
2719,oprd1,at-frame488800
2720,oprd1,at-frame489000
2721,oprd1,at-frame489600
2722,oprd1,at-frame489800
2723,oprd1,at-frame490800
2724,oprd1,at-frame491800
2725,oprd1,at-frame492200
2726,oprd1,at-frame493000
2727,oprd1,at-frame493200
2728,oprd1,at-frame493400
2729,oprd1,at-frame494000
2730,oprd1,at-frame494600
2731,oprd1,at-frame495200
2732,oprd1,at-frame495400
2733,oprd1,at-frame496400
2734,oprd1,at-frame497200
2735,oprd1,at-frame497400
2736,oprd1,at-frame497800
2737,oprd1,at-frame498000
2738,oprd1,at-frame498200
2739,oprd1,at-frame498400
2740,oprd1,at-frame498800
2741,oprd1,at-frame499200
2742,oprd1,at-frame500000
2743,oprd1,at-frame500600
2744,oprd1,at-frame502600
2745,oprd1,at-frame503200
2746,oprd1,at-frame504200
2747,oprd1,at-frame505400
2748,oprd1,at-frame506400
2749,oprd1,at-frame507000
2750,oprd1,at-frame507200
2751,oprd1,at-frame507600
2752,oprd1,at-frame509200
2753,oprd1,at-frame510400
2754,oprd1,at-frame510600
2755,oprd1,at-frame511600
2756,oprd1,at-frame511800
2757,oprd1,at-frame513400
2758,oprd1,at-frame513800
2759,oprd1,at-frame514200
2760,oprd1,at-frame515400
2761,oprd1,at-frame517000
2762,oprd1,at-frame517400
2763,oprd1,at-frame517600
2764,oprd1,at-frame517800
2765,oprd1,at-frame518000
2766,oprd1,at-frame518400
2767,oprd1,at-frame518800
2768,oprd1,at-frame519000
2769,oprd1,at-frame519200
2770,oprd1,at-frame519400
2771,oprd1,at-frame520200
2772,oprd1,at-frame520600
2773,oprd1,at-frame521200
2774,oprd1,at-frame522200
2775,oprd1,at-frame522800
2776,oprd1,at-frame524200
2777,oprd1,at-frame524400
2778,oprd1,at-frame524600
2779,oprd1,at-frame524800
2780,oprd1,at-frame525000
2781,oprd1,at-frame525400
2782,oprd1,at-frame526200
2783,oprd1,at-frame526800
2784,oprd1,at-frame527000
2785,oprd1,at-frame527800
2786,oprd1,at-frame528200
2787,oprd1,at-frame528600
2788,oprd1,at-frame529200
2789,oprd1,at-frame529400
2790,oprd1,at-frame530000
2791,oprd1,at-frame530400
2792,oprd1,at-frame530800
2793,oprd1,at-frame531000
2794,oprd1,at-frame531600
2795,oprd1,at-frame532200
2796,oprd1,at-frame533000
2797,oprd1,at-frame533200
2798,oprd1,at-frame534000
2799,oprd1,at-frame534200
2800,oprd1,at-frame534400
2801,oprd1,at-frame534800
2802,oprd1,at-frame536000
2803,oprd1,at-frame537400
2804,oprd1,at-frame537600
2805,oprd1,at-frame538600
2806,oprd1,at-frame538800
2807,oprd1,at-frame539200
2808,oprd1,at-frame541600
2809,oprd1,at-frame542000
2810,oprd1,at-frame542200
2811,oprd1,at-frame542800
2812,oprd1,at-frame545200
2813,oprd1,at-frame545600
2814,oprd1,at-frame545800
2815,oprd1,at-frame546200
2816,oprd1,at-frame546600
2817,oprd1,at-frame547000
2818,oprd1,at-frame547400
2819,oprd1,at-frame548400
2820,oprd1,at-frame549400
2821,oprd1,at-frame550000
2822,oprd1,at-frame550200
2823,oprd1,at-frame551600
2824,oprd1,at-frame551800
2825,oprd1,at-frame552000
2826,oprd1,at-frame552200
2827,oprd1,at-frame552400
2828,oprd1,at-frame553000
2829,oprd1,at-frame553200
2830,oprd1,at-frame554600
2831,oprd1,at-frame554800
2832,oprd1,at-frame555200
2833,oprd1,at-frame555600
2834,oprd1,at-frame557400
2835,oprd1,at-frame558400
2836,oprd1,at-frame560600
2837,oprd1,at-frame561000
2838,oprd1,at-frame561400
2839,oprd1,at-frame561800
2840,oprd1,at-frame563200
2841,oprd1,at-frame563600
2842,oprd1,at-frame564200
2843,oprd1,at-frame565000
2844,oprd1,at-frame565200
2845,oprd1,at-frame566000
2846,oprd1,at-frame566600
2847,oprd1,at-frame566800
2848,oprd1,at-frame567200
2849,oprd1,at-frame567600
2850,oprd1,at-frame568000
2851,oprd1,at-frame568200
2852,oprd1,at-frame569400
2853,oprd1,at-frame570000
2854,oprd1,at-frame571200
2855,oprd1,at-frame571400
2856,oprd1,at-frame571600
2857,oprd1,at-frame571800
2858,oprd1,at-frame573400
2859,oprd1,at-frame573800
2860,oprd1,at-frame574600
