,receptor,missing_frame
3793,oprk1,at-frame288400
3794,oprk1,at-frame288600
3795,oprk1,at-frame288800
3796,oprk1,at-frame289000
3797,oprk1,at-frame289200
3798,oprk1,at-frame289600
3799,oprk1,at-frame289800
3800,oprk1,at-frame290400
3801,oprk1,at-frame291400
3802,oprk1,at-frame291800
3803,oprk1,at-frame292400
3804,oprk1,at-frame292600
3805,oprk1,at-frame293000
3806,oprk1,at-frame293200
3807,oprk1,at-frame293800
3808,oprk1,at-frame294000
3809,oprk1,at-frame294200
3810,oprk1,at-frame294600
3811,oprk1,at-frame295000
3812,oprk1,at-frame295200
3813,oprk1,at-frame295400
3814,oprk1,at-frame295600
3815,oprk1,at-frame296000
3816,oprk1,at-frame296400
3817,oprk1,at-frame297200
3818,oprk1,at-frame297800
3819,oprk1,at-frame298000
3820,oprk1,at-frame298400
3821,oprk1,at-frame298800
3822,oprk1,at-frame299400
3823,oprk1,at-frame299800
3824,oprk1,at-frame300200
3825,oprk1,at-frame300400
3826,oprk1,at-frame300800
3827,oprk1,at-frame301200
3828,oprk1,at-frame301400
3829,oprk1,at-frame301600
3830,oprk1,at-frame302600
3831,oprk1,at-frame302800
3832,oprk1,at-frame303000
3833,oprk1,at-frame303400
3834,oprk1,at-frame304000
3835,oprk1,at-frame304200
3836,oprk1,at-frame304600
3837,oprk1,at-frame305200
3838,oprk1,at-frame305400
3839,oprk1,at-frame305600
3840,oprk1,at-frame306200
3841,oprk1,at-frame306400
3842,oprk1,at-frame306800
3843,oprk1,at-frame307200
3844,oprk1,at-frame307600
3845,oprk1,at-frame308000
3846,oprk1,at-frame308200
3847,oprk1,at-frame308400
3848,oprk1,at-frame308600
3849,oprk1,at-frame308800
3850,oprk1,at-frame309000
3851,oprk1,at-frame309200
3852,oprk1,at-frame309400
3853,oprk1,at-frame309800
3854,oprk1,at-frame310800
3855,oprk1,at-frame311000
3856,oprk1,at-frame312600
3857,oprk1,at-frame313000
3858,oprk1,at-frame313400
3859,oprk1,at-frame313600
3860,oprk1,at-frame313800
3861,oprk1,at-frame314000
3862,oprk1,at-frame314600
3863,oprk1,at-frame314800
3864,oprk1,at-frame315000
3865,oprk1,at-frame315600
3866,oprk1,at-frame315800
3867,oprk1,at-frame316000
3868,oprk1,at-frame316200
3869,oprk1,at-frame316400
3870,oprk1,at-frame316600
3871,oprk1,at-frame316800
3872,oprk1,at-frame317200
3873,oprk1,at-frame317400
3874,oprk1,at-frame317600
3875,oprk1,at-frame317800
3876,oprk1,at-frame318000
3877,oprk1,at-frame318200
3878,oprk1,at-frame318600
3879,oprk1,at-frame318800
3880,oprk1,at-frame319000
3881,oprk1,at-frame319400
3882,oprk1,at-frame320600
3883,oprk1,at-frame322000
3884,oprk1,at-frame322400
3885,oprk1,at-frame323000
3886,oprk1,at-frame323400
3887,oprk1,at-frame323600
3888,oprk1,at-frame323800
3889,oprk1,at-frame324000
3890,oprk1,at-frame324600
3891,oprk1,at-frame324800
3892,oprk1,at-frame325200
3893,oprk1,at-frame325400
3894,oprk1,at-frame325600
3895,oprk1,at-frame325800
3896,oprk1,at-frame326000
3897,oprk1,at-frame326200
3898,oprk1,at-frame326600
3899,oprk1,at-frame326800
3900,oprk1,at-frame327600
3901,oprk1,at-frame327800
3902,oprk1,at-frame328000
3903,oprk1,at-frame329000
3904,oprk1,at-frame329200
3905,oprk1,at-frame329400
3906,oprk1,at-frame330200
3907,oprk1,at-frame331000
3908,oprk1,at-frame331400
3909,oprk1,at-frame331600
3910,oprk1,at-frame332000
3911,oprk1,at-frame332600
3912,oprk1,at-frame332800
3913,oprk1,at-frame333000
3914,oprk1,at-frame333200
3915,oprk1,at-frame333600
3916,oprk1,at-frame333800
3917,oprk1,at-frame334000
3918,oprk1,at-frame334400
3919,oprk1,at-frame334600
3920,oprk1,at-frame334800
3921,oprk1,at-frame335000
3922,oprk1,at-frame335600
3923,oprk1,at-frame336000
3924,oprk1,at-frame336200
3925,oprk1,at-frame336400
3926,oprk1,at-frame336800
3927,oprk1,at-frame337000
3928,oprk1,at-frame337200
3929,oprk1,at-frame337400
3930,oprk1,at-frame337600
3931,oprk1,at-frame337800
3932,oprk1,at-frame338000
3933,oprk1,at-frame338400
3934,oprk1,at-frame338600
3935,oprk1,at-frame338800
3936,oprk1,at-frame339200
3937,oprk1,at-frame339600
3938,oprk1,at-frame339800
3939,oprk1,at-frame340000
3940,oprk1,at-frame340200
3941,oprk1,at-frame340400
3942,oprk1,at-frame340600
3943,oprk1,at-frame340800
3944,oprk1,at-frame341000
3945,oprk1,at-frame341200
3946,oprk1,at-frame341400
3947,oprk1,at-frame341600
3948,oprk1,at-frame341800
3949,oprk1,at-frame342000
3950,oprk1,at-frame342200
3951,oprk1,at-frame342400
3952,oprk1,at-frame342800
3953,oprk1,at-frame343000
3954,oprk1,at-frame344200
3955,oprk1,at-frame344600
3956,oprk1,at-frame344800
3957,oprk1,at-frame345000
3958,oprk1,at-frame345200
3959,oprk1,at-frame346000
3960,oprk1,at-frame346200
3961,oprk1,at-frame346400
3962,oprk1,at-frame346600
3963,oprk1,at-frame346800
3964,oprk1,at-frame347000
3965,oprk1,at-frame347200
3966,oprk1,at-frame347400
3967,oprk1,at-frame347600
3968,oprk1,at-frame347800
3969,oprk1,at-frame348000
3970,oprk1,at-frame348200
3971,oprk1,at-frame348400
3972,oprk1,at-frame348600
3973,oprk1,at-frame348800
3974,oprk1,at-frame349000
3975,oprk1,at-frame349200
3976,oprk1,at-frame349600
3977,oprk1,at-frame350000
3978,oprk1,at-frame350200
3979,oprk1,at-frame350400
3980,oprk1,at-frame350600
3981,oprk1,at-frame351000
3982,oprk1,at-frame351200
3983,oprk1,at-frame351400
3984,oprk1,at-frame351600
3985,oprk1,at-frame351800
3986,oprk1,at-frame352400
3987,oprk1,at-frame352600
3988,oprk1,at-frame353000
3989,oprk1,at-frame353400
3990,oprk1,at-frame353600
3991,oprk1,at-frame354000
3992,oprk1,at-frame354200
3993,oprk1,at-frame354400
3994,oprk1,at-frame355000
3995,oprk1,at-frame355200
3996,oprk1,at-frame355400
3997,oprk1,at-frame355600
3998,oprk1,at-frame356200
3999,oprk1,at-frame356400
4000,oprk1,at-frame356600
4001,oprk1,at-frame356800
4002,oprk1,at-frame357000
4003,oprk1,at-frame357800
4004,oprk1,at-frame358000
4005,oprk1,at-frame358200
4006,oprk1,at-frame358400
4007,oprk1,at-frame358800
4008,oprk1,at-frame359000
4009,oprk1,at-frame359600
4010,oprk1,at-frame360000
4011,oprk1,at-frame360400
4012,oprk1,at-frame360600
4013,oprk1,at-frame360800
4014,oprk1,at-frame361000
4015,oprk1,at-frame361200
4016,oprk1,at-frame361600
4017,oprk1,at-frame362200
4018,oprk1,at-frame362600
4019,oprk1,at-frame363000
4020,oprk1,at-frame363200
4021,oprk1,at-frame363400
4022,oprk1,at-frame364200
4023,oprk1,at-frame364600
4024,oprk1,at-frame365000
4025,oprk1,at-frame365400
4026,oprk1,at-frame365600
4027,oprk1,at-frame365800
4028,oprk1,at-frame366000
4029,oprk1,at-frame366600
4030,oprk1,at-frame366800
4031,oprk1,at-frame367200
4032,oprk1,at-frame367400
4033,oprk1,at-frame367800
4034,oprk1,at-frame368000
4035,oprk1,at-frame368200
4036,oprk1,at-frame368400
4037,oprk1,at-frame368600
4038,oprk1,at-frame369400
4039,oprk1,at-frame369800
4040,oprk1,at-frame370400
4041,oprk1,at-frame370600
4042,oprk1,at-frame370800
4043,oprk1,at-frame371000
4044,oprk1,at-frame371200
4045,oprk1,at-frame371400
4046,oprk1,at-frame371800
4047,oprk1,at-frame372000
4048,oprk1,at-frame372200
4049,oprk1,at-frame372400
4050,oprk1,at-frame373000
4051,oprk1,at-frame373200
4052,oprk1,at-frame373400
4053,oprk1,at-frame373800
4054,oprk1,at-frame374000
4055,oprk1,at-frame374800
4056,oprk1,at-frame375400
4057,oprk1,at-frame376200
4058,oprk1,at-frame376400
4059,oprk1,at-frame376600
4060,oprk1,at-frame377000
4061,oprk1,at-frame377200
4062,oprk1,at-frame377400
4063,oprk1,at-frame377600
4064,oprk1,at-frame377800
4065,oprk1,at-frame378000
4066,oprk1,at-frame378200
4067,oprk1,at-frame378600
4068,oprk1,at-frame378800
4069,oprk1,at-frame379000
4070,oprk1,at-frame379400
4071,oprk1,at-frame379800
4072,oprk1,at-frame380200
4073,oprk1,at-frame380800
4074,oprk1,at-frame381000
4075,oprk1,at-frame381200
4076,oprk1,at-frame381400
4077,oprk1,at-frame381600
4078,oprk1,at-frame382000
4079,oprk1,at-frame382200
4080,oprk1,at-frame382400
4081,oprk1,at-frame382600
4082,oprk1,at-frame382800
4083,oprk1,at-frame383000
4084,oprk1,at-frame383600
4085,oprk1,at-frame383800
4086,oprk1,at-frame384200
4087,oprk1,at-frame384400
4088,oprk1,at-frame384800
4089,oprk1,at-frame385200
4090,oprk1,at-frame385400
4091,oprk1,at-frame385600
4092,oprk1,at-frame385800
4093,oprk1,at-frame386000
4094,oprk1,at-frame386200
4095,oprk1,at-frame386400
4096,oprk1,at-frame386600
4097,oprk1,at-frame386800
4098,oprk1,at-frame387600
4099,oprk1,at-frame387800
4100,oprk1,at-frame388200
4101,oprk1,at-frame388400
4102,oprk1,at-frame388800
4103,oprk1,at-frame389000
4104,oprk1,at-frame389200
4105,oprk1,at-frame389400
4106,oprk1,at-frame389600
4107,oprk1,at-frame390000
4108,oprk1,at-frame390200
4109,oprk1,at-frame390400
4110,oprk1,at-frame390600
4111,oprk1,at-frame391000
4112,oprk1,at-frame391200
4113,oprk1,at-frame391400
4114,oprk1,at-frame391600
4115,oprk1,at-frame392000
4116,oprk1,at-frame392200
4117,oprk1,at-frame392400
4118,oprk1,at-frame393000
4119,oprk1,at-frame393600
4120,oprk1,at-frame393800
4121,oprk1,at-frame394200
4122,oprk1,at-frame394800
4123,oprk1,at-frame395400
4124,oprk1,at-frame395600
4125,oprk1,at-frame396200
4126,oprk1,at-frame396400
4127,oprk1,at-frame397600
4128,oprk1,at-frame397800
4129,oprk1,at-frame398000
4130,oprk1,at-frame398200
4131,oprk1,at-frame398400
4132,oprk1,at-frame398600
4133,oprk1,at-frame399200
4134,oprk1,at-frame399400
4135,oprk1,at-frame399600
4136,oprk1,at-frame399800
4137,oprk1,at-frame400200
4138,oprk1,at-frame400400
4139,oprk1,at-frame400600
4140,oprk1,at-frame401000
4141,oprk1,at-frame401200
4142,oprk1,at-frame401400
4143,oprk1,at-frame401800
4144,oprk1,at-frame402200
4145,oprk1,at-frame402400
4146,oprk1,at-frame402600
4147,oprk1,at-frame403000
4148,oprk1,at-frame403200
4149,oprk1,at-frame403600
4150,oprk1,at-frame403800
4151,oprk1,at-frame404200
4152,oprk1,at-frame404400
4153,oprk1,at-frame404600
4154,oprk1,at-frame404800
4155,oprk1,at-frame405000
4156,oprk1,at-frame405200
4157,oprk1,at-frame405400
4158,oprk1,at-frame405600
4159,oprk1,at-frame405800
4160,oprk1,at-frame406000
4161,oprk1,at-frame406400
4162,oprk1,at-frame406600
4163,oprk1,at-frame406800
4164,oprk1,at-frame407000
4165,oprk1,at-frame407200
4166,oprk1,at-frame407400
4167,oprk1,at-frame407600
4168,oprk1,at-frame408200
4169,oprk1,at-frame408600
4170,oprk1,at-frame409000
4171,oprk1,at-frame409200
4172,oprk1,at-frame409800
4173,oprk1,at-frame410000
4174,oprk1,at-frame410400
4175,oprk1,at-frame410600
4176,oprk1,at-frame411000
4177,oprk1,at-frame411200
4178,oprk1,at-frame411400
4179,oprk1,at-frame411600
4180,oprk1,at-frame411800
4181,oprk1,at-frame412000
4182,oprk1,at-frame412200
4183,oprk1,at-frame412800
4184,oprk1,at-frame413200
4185,oprk1,at-frame413800
4186,oprk1,at-frame414000
4187,oprk1,at-frame414400
4188,oprk1,at-frame414600
4189,oprk1,at-frame414800
4190,oprk1,at-frame415000
4191,oprk1,at-frame415800
4192,oprk1,at-frame416000
4193,oprk1,at-frame416400
4194,oprk1,at-frame416800
4195,oprk1,at-frame417000
4196,oprk1,at-frame417200
4197,oprk1,at-frame417400
4198,oprk1,at-frame417600
4199,oprk1,at-frame417800
4200,oprk1,at-frame418400
4201,oprk1,at-frame418600
4202,oprk1,at-frame418800
4203,oprk1,at-frame419400
4204,oprk1,at-frame419600
4205,oprk1,at-frame419800
4206,oprk1,at-frame420000
4207,oprk1,at-frame420200
4208,oprk1,at-frame420400
4209,oprk1,at-frame420800
4210,oprk1,at-frame421000
4211,oprk1,at-frame421200
4212,oprk1,at-frame421400
4213,oprk1,at-frame421600
4214,oprk1,at-frame421800
4215,oprk1,at-frame422000
4216,oprk1,at-frame422200
4217,oprk1,at-frame422400
4218,oprk1,at-frame422600
4219,oprk1,at-frame422800
4220,oprk1,at-frame423000
4221,oprk1,at-frame423200
4222,oprk1,at-frame423400
4223,oprk1,at-frame423800
4224,oprk1,at-frame424000
4225,oprk1,at-frame424200
4226,oprk1,at-frame424600
4227,oprk1,at-frame425400
4228,oprk1,at-frame426400
4229,oprk1,at-frame426600
4230,oprk1,at-frame427000
4231,oprk1,at-frame427200
4232,oprk1,at-frame427400
4233,oprk1,at-frame427600
4234,oprk1,at-frame428000
4235,oprk1,at-frame428600
4236,oprk1,at-frame428800
4237,oprk1,at-frame429000
4238,oprk1,at-frame429200
4239,oprk1,at-frame429400
4240,oprk1,at-frame429600
4241,oprk1,at-frame430200
4242,oprk1,at-frame430800
4243,oprk1,at-frame431000
4244,oprk1,at-frame431200
4245,oprk1,at-frame431600
4246,oprk1,at-frame431800
4247,oprk1,at-frame432000
4248,oprk1,at-frame432400
4249,oprk1,at-frame432600
4250,oprk1,at-frame433600
4251,oprk1,at-frame434200
4252,oprk1,at-frame434600
4253,oprk1,at-frame434800
4254,oprk1,at-frame435400
4255,oprk1,at-frame435600
4256,oprk1,at-frame435800
4257,oprk1,at-frame436000
4258,oprk1,at-frame436200
4259,oprk1,at-frame436600
4260,oprk1,at-frame436800
4261,oprk1,at-frame437200
4262,oprk1,at-frame437600
4263,oprk1,at-frame437800
4264,oprk1,at-frame438000
4265,oprk1,at-frame438400
4266,oprk1,at-frame438800
4267,oprk1,at-frame439000
4268,oprk1,at-frame439200
4269,oprk1,at-frame439600
4270,oprk1,at-frame440200
4271,oprk1,at-frame440400
4272,oprk1,at-frame440600
4273,oprk1,at-frame440800
4274,oprk1,at-frame441000
4275,oprk1,at-frame441200
4276,oprk1,at-frame441600
4277,oprk1,at-frame442200
4278,oprk1,at-frame442400
4279,oprk1,at-frame442800
4280,oprk1,at-frame443000
4281,oprk1,at-frame443200
4282,oprk1,at-frame443400
4283,oprk1,at-frame443600
4284,oprk1,at-frame444000
4285,oprk1,at-frame444200
4286,oprk1,at-frame444400
4287,oprk1,at-frame444600
4288,oprk1,at-frame444800
4289,oprk1,at-frame445200
4290,oprk1,at-frame445400
4291,oprk1,at-frame445600
4292,oprk1,at-frame446000
4293,oprk1,at-frame446200
4294,oprk1,at-frame446400
4295,oprk1,at-frame446800
4296,oprk1,at-frame447200
4297,oprk1,at-frame447600
4298,oprk1,at-frame447800
4299,oprk1,at-frame448200
4300,oprk1,at-frame448600
4301,oprk1,at-frame448800
4302,oprk1,at-frame449000
4303,oprk1,at-frame449200
4304,oprk1,at-frame449800
4305,oprk1,at-frame450200
4306,oprk1,at-frame450400
4307,oprk1,at-frame450600
4308,oprk1,at-frame450800
4309,oprk1,at-frame451800
4310,oprk1,at-frame452000
4311,oprk1,at-frame452200
4312,oprk1,at-frame452400
4313,oprk1,at-frame452800
4314,oprk1,at-frame453000
4315,oprk1,at-frame453600
4316,oprk1,at-frame453800
4317,oprk1,at-frame454200
4318,oprk1,at-frame455200
4319,oprk1,at-frame455600
4320,oprk1,at-frame456200
4321,oprk1,at-frame456400
4322,oprk1,at-frame456800
4323,oprk1,at-frame457200
4324,oprk1,at-frame457400
4325,oprk1,at-frame457600
4326,oprk1,at-frame458400
4327,oprk1,at-frame458800
4328,oprk1,at-frame459000
4329,oprk1,at-frame459400
4330,oprk1,at-frame459600
4331,oprk1,at-frame459800
4332,oprk1,at-frame460000
4333,oprk1,at-frame460200
4334,oprk1,at-frame460600
4335,oprk1,at-frame460800
4336,oprk1,at-frame461000
4337,oprk1,at-frame461200
4338,oprk1,at-frame461600
4339,oprk1,at-frame461800
4340,oprk1,at-frame462000
4341,oprk1,at-frame462200
4342,oprk1,at-frame462400
4343,oprk1,at-frame463000
4344,oprk1,at-frame463200
4345,oprk1,at-frame464000
4346,oprk1,at-frame464200
4347,oprk1,at-frame464600
4348,oprk1,at-frame464800
4349,oprk1,at-frame465000
4350,oprk1,at-frame465200
4351,oprk1,at-frame465400
4352,oprk1,at-frame465600
4353,oprk1,at-frame465800
4354,oprk1,at-frame466000
4355,oprk1,at-frame466200
4356,oprk1,at-frame466400
4357,oprk1,at-frame466600
4358,oprk1,at-frame466800
4359,oprk1,at-frame468000
4360,oprk1,at-frame468200
4361,oprk1,at-frame468600
4362,oprk1,at-frame468800
4363,oprk1,at-frame469200
4364,oprk1,at-frame470000
4365,oprk1,at-frame470600
4366,oprk1,at-frame470800
4367,oprk1,at-frame471000
4368,oprk1,at-frame471800
4369,oprk1,at-frame472000
4370,oprk1,at-frame472200
4371,oprk1,at-frame472400
4372,oprk1,at-frame472600
4373,oprk1,at-frame473400
4374,oprk1,at-frame473600
4375,oprk1,at-frame473800
4376,oprk1,at-frame474000
4377,oprk1,at-frame474200
4378,oprk1,at-frame474600
4379,oprk1,at-frame474800
4380,oprk1,at-frame475400
4381,oprk1,at-frame475600
4382,oprk1,at-frame476200
4383,oprk1,at-frame476400
4384,oprk1,at-frame477200
4385,oprk1,at-frame477400
4386,oprk1,at-frame477600
4387,oprk1,at-frame477800
4388,oprk1,at-frame478000
4389,oprk1,at-frame478200
4390,oprk1,at-frame478800
4391,oprk1,at-frame479000
4392,oprk1,at-frame479200
4393,oprk1,at-frame479400
4394,oprk1,at-frame479600
4395,oprk1,at-frame480000
4396,oprk1,at-frame480200
4397,oprk1,at-frame480600
4398,oprk1,at-frame480800
4399,oprk1,at-frame481000
4400,oprk1,at-frame481600
4401,oprk1,at-frame482000
4402,oprk1,at-frame482400
4403,oprk1,at-frame482800
4404,oprk1,at-frame483000
4405,oprk1,at-frame483400
4406,oprk1,at-frame483600
4407,oprk1,at-frame483800
4408,oprk1,at-frame484000
4409,oprk1,at-frame484200
4410,oprk1,at-frame484400
4411,oprk1,at-frame485000
4412,oprk1,at-frame485200
4413,oprk1,at-frame485400
4414,oprk1,at-frame486200
4415,oprk1,at-frame486400
4416,oprk1,at-frame486600
4417,oprk1,at-frame487400
4418,oprk1,at-frame487600
4419,oprk1,at-frame488000
4420,oprk1,at-frame488600
4421,oprk1,at-frame488800
4422,oprk1,at-frame489200
4423,oprk1,at-frame489400
4424,oprk1,at-frame489800
4425,oprk1,at-frame490200
4426,oprk1,at-frame490400
4427,oprk1,at-frame490600
4428,oprk1,at-frame491200
4429,oprk1,at-frame491400
4430,oprk1,at-frame492000
4431,oprk1,at-frame492800
4432,oprk1,at-frame493000
4433,oprk1,at-frame493200
4434,oprk1,at-frame493400
4435,oprk1,at-frame493600
4436,oprk1,at-frame494000
4437,oprk1,at-frame495000
4438,oprk1,at-frame495400
4439,oprk1,at-frame495600
4440,oprk1,at-frame495800
4441,oprk1,at-frame496400
4442,oprk1,at-frame496600
4443,oprk1,at-frame496800
4444,oprk1,at-frame497000
4445,oprk1,at-frame497200
4446,oprk1,at-frame497400
4447,oprk1,at-frame497800
4448,oprk1,at-frame498400
4449,oprk1,at-frame498600
4450,oprk1,at-frame498800
4451,oprk1,at-frame499000
4452,oprk1,at-frame499200
4453,oprk1,at-frame499600
4454,oprk1,at-frame500000
4455,oprk1,at-frame500200
4456,oprk1,at-frame500600
4457,oprk1,at-frame501000
4458,oprk1,at-frame501600
4459,oprk1,at-frame501800
4460,oprk1,at-frame502000
4461,oprk1,at-frame502200
4462,oprk1,at-frame502600
4463,oprk1,at-frame502800
4464,oprk1,at-frame503000
4465,oprk1,at-frame503200
4466,oprk1,at-frame503400
4467,oprk1,at-frame504000
4468,oprk1,at-frame504200
4469,oprk1,at-frame504800
4470,oprk1,at-frame505000
4471,oprk1,at-frame505200
4472,oprk1,at-frame505400
4473,oprk1,at-frame505800
4474,oprk1,at-frame506000
4475,oprk1,at-frame506200
4476,oprk1,at-frame506400
4477,oprk1,at-frame507000
4478,oprk1,at-frame507200
4479,oprk1,at-frame507800
4480,oprk1,at-frame508000
4481,oprk1,at-frame508200
4482,oprk1,at-frame508400
4483,oprk1,at-frame508800
4484,oprk1,at-frame509000
4485,oprk1,at-frame510000
4486,oprk1,at-frame510200
4487,oprk1,at-frame510400
4488,oprk1,at-frame510600
4489,oprk1,at-frame511000
4490,oprk1,at-frame511200
4491,oprk1,at-frame511400
4492,oprk1,at-frame511800
4493,oprk1,at-frame512400
4494,oprk1,at-frame512600
4495,oprk1,at-frame512800
4496,oprk1,at-frame513000
4497,oprk1,at-frame513400
4498,oprk1,at-frame513600
4499,oprk1,at-frame513800
4500,oprk1,at-frame514200
4501,oprk1,at-frame514600
4502,oprk1,at-frame514800
4503,oprk1,at-frame515800
4504,oprk1,at-frame516000
4505,oprk1,at-frame516200
4506,oprk1,at-frame516400
4507,oprk1,at-frame517000
4508,oprk1,at-frame517400
4509,oprk1,at-frame518200
4510,oprk1,at-frame518600
4511,oprk1,at-frame518800
4512,oprk1,at-frame519200
4513,oprk1,at-frame519400
4514,oprk1,at-frame519600
4515,oprk1,at-frame519800
4516,oprk1,at-frame520200
4517,oprk1,at-frame520400
4518,oprk1,at-frame520600
4519,oprk1,at-frame520800
4520,oprk1,at-frame521000
4521,oprk1,at-frame521200
4522,oprk1,at-frame521400
4523,oprk1,at-frame521800
4524,oprk1,at-frame522000
4525,oprk1,at-frame522400
4526,oprk1,at-frame522600
4527,oprk1,at-frame523000
4528,oprk1,at-frame523200
4529,oprk1,at-frame523400
4530,oprk1,at-frame523800
4531,oprk1,at-frame524200
4532,oprk1,at-frame524400
4533,oprk1,at-frame525000
4534,oprk1,at-frame525400
4535,oprk1,at-frame525800
4536,oprk1,at-frame526200
4537,oprk1,at-frame526400
4538,oprk1,at-frame526600
4539,oprk1,at-frame526800
4540,oprk1,at-frame527200
4541,oprk1,at-frame527400
4542,oprk1,at-frame527600
4543,oprk1,at-frame527800
4544,oprk1,at-frame528000
4545,oprk1,at-frame528200
4546,oprk1,at-frame528400
4547,oprk1,at-frame528800
4548,oprk1,at-frame529400
4549,oprk1,at-frame529600
4550,oprk1,at-frame529800
4551,oprk1,at-frame530000
4552,oprk1,at-frame530200
4553,oprk1,at-frame530400
4554,oprk1,at-frame530600
4555,oprk1,at-frame531000
4556,oprk1,at-frame531200
4557,oprk1,at-frame531400
4558,oprk1,at-frame531600
4559,oprk1,at-frame532000
4560,oprk1,at-frame532200
4561,oprk1,at-frame532400
4562,oprk1,at-frame532800
4563,oprk1,at-frame533000
4564,oprk1,at-frame533400
4565,oprk1,at-frame533600
4566,oprk1,at-frame534000
4567,oprk1,at-frame534200
4568,oprk1,at-frame534600
4569,oprk1,at-frame534800
4570,oprk1,at-frame535000
4571,oprk1,at-frame535200
4572,oprk1,at-frame535400
4573,oprk1,at-frame535600
4574,oprk1,at-frame535800
4575,oprk1,at-frame536200
4576,oprk1,at-frame536600
4577,oprk1,at-frame536800
4578,oprk1,at-frame537000
4579,oprk1,at-frame537200
4580,oprk1,at-frame537400
4581,oprk1,at-frame537800
4582,oprk1,at-frame538000
4583,oprk1,at-frame538200
4584,oprk1,at-frame538600
4585,oprk1,at-frame539000
4586,oprk1,at-frame539400
4587,oprk1,at-frame539600
4588,oprk1,at-frame540200
4589,oprk1,at-frame540800
4590,oprk1,at-frame541000
4591,oprk1,at-frame541200
4592,oprk1,at-frame541600
4593,oprk1,at-frame541800
4594,oprk1,at-frame542000
4595,oprk1,at-frame542400
4596,oprk1,at-frame542600
4597,oprk1,at-frame542800
4598,oprk1,at-frame543000
4599,oprk1,at-frame543200
4600,oprk1,at-frame543800
4601,oprk1,at-frame544600
4602,oprk1,at-frame545400
4603,oprk1,at-frame545600
4604,oprk1,at-frame546400
4605,oprk1,at-frame546800
4606,oprk1,at-frame547000
4607,oprk1,at-frame547200
4608,oprk1,at-frame547400
4609,oprk1,at-frame547600
4610,oprk1,at-frame548000
4611,oprk1,at-frame548200
4612,oprk1,at-frame548400
4613,oprk1,at-frame548600
4614,oprk1,at-frame548800
4615,oprk1,at-frame549000
4616,oprk1,at-frame549400
4617,oprk1,at-frame549600
4618,oprk1,at-frame550200
4619,oprk1,at-frame550400
4620,oprk1,at-frame550600
4621,oprk1,at-frame550800
4622,oprk1,at-frame551600
4623,oprk1,at-frame551800
4624,oprk1,at-frame552200
4625,oprk1,at-frame552400
4626,oprk1,at-frame552600
4627,oprk1,at-frame553000
4628,oprk1,at-frame553200
4629,oprk1,at-frame554000
4630,oprk1,at-frame554200
4631,oprk1,at-frame554400
4632,oprk1,at-frame554600
4633,oprk1,at-frame554800
4634,oprk1,at-frame555200
4635,oprk1,at-frame555600
4636,oprk1,at-frame555800
4637,oprk1,at-frame556000
4638,oprk1,at-frame556400
4639,oprk1,at-frame557000
4640,oprk1,at-frame557400
4641,oprk1,at-frame557600
4642,oprk1,at-frame557800
4643,oprk1,at-frame558000
4644,oprk1,at-frame558200
4645,oprk1,at-frame558800
4646,oprk1,at-frame559000
4647,oprk1,at-frame559400
4648,oprk1,at-frame559600
4649,oprk1,at-frame559800
4650,oprk1,at-frame560200
4651,oprk1,at-frame560600
4652,oprk1,at-frame561200
4653,oprk1,at-frame561600
4654,oprk1,at-frame561800
4655,oprk1,at-frame562000
4656,oprk1,at-frame562600
4657,oprk1,at-frame563200
4658,oprk1,at-frame563600
4659,oprk1,at-frame563800
4660,oprk1,at-frame564200
4661,oprk1,at-frame564400
4662,oprk1,at-frame564600
4663,oprk1,at-frame564800
4664,oprk1,at-frame565200
4665,oprk1,at-frame565600
4666,oprk1,at-frame566000
4667,oprk1,at-frame566400
4668,oprk1,at-frame566600
4669,oprk1,at-frame566800
4670,oprk1,at-frame567200
4671,oprk1,at-frame567600
4672,oprk1,at-frame568000
4673,oprk1,at-frame568200
4674,oprk1,at-frame568400
4675,oprk1,at-frame569000
4676,oprk1,at-frame569400
4677,oprk1,at-frame569800
4678,oprk1,at-frame570200
4679,oprk1,at-frame570400
4680,oprk1,at-frame570600
4681,oprk1,at-frame570800
4682,oprk1,at-frame571200
4683,oprk1,at-frame571400
4684,oprk1,at-frame571800
4685,oprk1,at-frame572000
4686,oprk1,at-frame572400
4687,oprk1,at-frame572600
4688,oprk1,at-frame572800
4689,oprk1,at-frame573600
4690,oprk1,at-frame574600
4691,oprk1,at-frame574800
4692,oprk1,at-frame575200
4693,oprk1,at-frame575600
4694,oprk1,at-frame575800
4695,oprk1,at-frame576000
4696,oprk1,at-frame576200
4697,oprk1,at-frame576800
4698,oprk1,at-frame577600
4699,oprk1,at-frame578200
4700,oprk1,at-frame578400
4701,oprk1,at-frame578600
4702,oprk1,at-frame578800
4703,oprk1,at-frame579000
4704,oprk1,at-frame579200
4705,oprk1,at-frame579400
4706,oprk1,at-frame579600
4707,oprk1,at-frame579800
4708,oprk1,at-frame580200
4709,oprk1,at-frame580800
4710,oprk1,at-frame581000
4711,oprk1,at-frame581200
4712,oprk1,at-frame581400
4713,oprk1,at-frame581600
4714,oprk1,at-frame582000
4715,oprk1,at-frame582200
4716,oprk1,at-frame582400
4717,oprk1,at-frame582800
4718,oprk1,at-frame583000
4719,oprk1,at-frame583200
4720,oprk1,at-frame583400
4721,oprk1,at-frame583600
4722,oprk1,at-frame584200
4723,oprk1,at-frame584400
4724,oprk1,at-frame584800
